Noncampuscrime060708[3,4,5,6].csv
900 RANCHO SAN DIEGO PKWY,EL CAJON,CA,92019.0
4210 E GAGE AVE,BELL,CA,90201.0
9200 VALLEY VIEW,CYPRESS,CA,906305897.0
21250 STEVENS CREEK BLVD,CUPERTINO,CA,95014.0
2627 W Florida Ave-Ste 100,200,201,Hemet
72261 Hwy 111 Ste 121-B,Palm Desert,CA,922602740.0
131 H Street,BLUE LAKE,CA,955250816.0
43-500 MONTEREY ST,PALM DESERT,CA,92260.0
44-199 Monroe St,Indio,CA,92203.0
8555 COMMERCE AVE,SAN DIEGO,CA,92121.0
901 CORPORATE CTR DR,POMONA,CA,917682642.0
3880 Kilroy Airport Way,Long Beach,CA,908062452.0
15301 Ventura Blvd,D-100,Sherman Oaks,CA
6600 Dumbarton Circle,Fremont,CA,945553615.0
403 Exchange,Suite 250,Irvine,CA
2655 Camino Del Rio North,Ste 201,San Diego,CA
455 Market St.,Ste. 1650,San Francisco,CA
7575 N Fresno St,Fresno,CA,937202458.0
2216 Kausen Drive,Elk Grove,CA,957587115.0
1090 E Washington St,Suite H,Colton,CA
2160 Lundy Ave,Ste 250,San Jose,CA
39155 Trade Center Drive,Suite 100,Palmdale,CA
3000 Ming Avenue,Bakersfield,CA,93304.0
321 GOLF CLUB RD,PLEASANT HILL,CA,94523.0
50 ACACIA AVE,SAN RAFAEL,CA,949012298.0
2301 Vine Street,BERKELEY,CA,947081816.0
1301 AVENIDA CESAR CHAVEZ,MONTEREY PARK,CA,917546099.0
955 MONROE ST,SANTA CLARA,CA,95050.0
4343 Ocean View Blvd,San Diego,CA,92113.0
8401 Aero Drive,San Diego,CA,92132.0
835 12th Avenue,San Diego,CA,92101.0
1960 National Avenue,San Diego,CA,921014721.0
1400 Park Blvd.,San Diego,CA,921014721.0
3792 Fairmont Avenue,San Diego,CA,92105.0
3249 Fordham Street,San Diego,CA,92110.0
3890 Modoc Street,San Diego,CA,92117.0
4375 Lee Street,San Diego,CA,92109.0
16007 CRENSHAW BLVD,TORRANCE,CA,905060001.0
6752 Hollywood Boulevard,Hollywood,CA,900286106.0
1600 Azusa Ave Ste 244,City of Industry,CA,91748.0
200 SAN FERNANDO BLVD,BURBANK,CA,91502.0
24741 ALESSANDRO BLVD,MORENO VALLEY,CA,92553.0
1807 WILSHIRE BLVD,STE 200,SANTA MONICA,CA
3035 CLEVELAND AVE,SANTA ROSA,CA,954032126.0
3095 YERBA BUENA RD,SAN JOSE,CA,951351598.0
919 S GRAND AVE,LOS ANGELES,CA,900151421.0
1923 MORENA BLVD,SAN DIEGO,CA,921103555.0
55 STOCKTON ST,SAN FRANCISCO,CA,941085805.0
17590 Gilette Ave,Irvine,CA,926145610.0
570 GOLDEN EAGLE AVE,QUINCY,CA,95971.0
1515 Sports Drive,SACRAMENTO,CA,95834.0
200 7TH AVE,SANTA CRUZ,CA,95062.0
1110 N Tustin St,Orange,CA,92867.0
12345 EL MONTE RD,LOS ALTOS HILLS,CA,94022.0
1712 EUCLID AVE,BERKELEY,CA,947091208.0
831 F ST,EUREKA,CA,95501.0
1101 E. UNIVERSITY AVE,FRESNO,CA,93741.0
2930 East Annadale Avenue,Fresno,CA,93725.0
1717 S CHESTNUT AVE,FRESNO,CA,93702.0
135 N OAKLAND AVE,PASADENA,CA,91182.0
2061 Business Center Dr.,Suite 102,Irvine,CA
320 Middlefield Road,Menlo Park,CA,94026.0
540 North Cascade Avenue Suite 202,Colorado Springs,CO,80903.0
101 Nickerson Street,Suite 330,Seattle,WA
4646 East Van Buren Street,Suite 185,Phoenix,AZ
321 E CHAPMAN AVE,FULLERTON,CA,92832.0
1604 FORD AVE,MODESTO,CA,95350.0
1325 N WISHON AVE,FRESNO,CA,93728.0
5055 SANTA TERESA BLVD,GILROY,CA,95020.0
17060 Monterey St,Morgan Hill,CA,95037.0
Hollister,365 4TH STREET,HOLLISTER,CA
400 Skylane Dr.,Hollister,CA,95023.0
5345 ARMADA DR,CARLSBAD,CA,920084602.0
1500 N. VERDUGO ROAD,GLENDALE,CA,912082894.0
1122 E. GARFIELD AVENUE,GLENDALE,CA,912052526.0
1015 GRANDVIEW AVE,GLENDALE,CA,91201.0
536 MISSION ST,SAN FRANCISCO,CA,941052968.0
500 8TH STREET,MARINA,CA,93933.0
ONE YGNACIO CENTER - 2ND FLOOR ANNEX,WALNUT CREEK,CA,94595.0
725 S. FIGUEROA STREET SUITE 1550,LOS ANGELES,CA,900175418.0
7 SIERRA GATE PLAZA,STE 102A,ROSEVILLE,CA
1424 4TH AVENUE,STE 4F,SEATTLE,WA
50 AIRPORT PARKWAY,STE 150,SAN JOSE,CA
15744 GOLDEN WEST,HUNTINGTON BEACH,CA,926472710.0
2400 RIDGE RD,BERKELEY,CA,94709.0
8800 GROSSMONT COLLEGE DR,EL CAJON,CA,92020.0
208 W HIGHLAND AVE,SAN BERNARDINO,CA,92405.0
740 N Pacific Ave,San Pedro,CA,90731.0
411 Central Avenue,SALINAS,CA,93901.0
301 Platt Boulevard,Claremont,CA,91711.0
2910 PROSPECT PK DR,RANCHO CORDOVA,CA,95670.0
255 W BULLARD,FRESNO,CA,93704.0
341 GREAT MALL PKY,MILPITAS,CA,950358008.0
350 MISSION ST,SAN FRANCISCO,CA,94105.0
5130 Commercial Circle,CONCORD,CA,945200522.0
6317 MISSION ST,DALY CITY,CA,94014.0
3500 MOUNTAIN BLVD,OAKLAND,CA,946191699.0
249 LAMBERT RD,CARPINTERIA,CA,93013.0
1 HARPST STREET,ARCATA,CA,955218299.0
6650 INGLEWOOD AVE,STOCKTON,CA,952073896.0
3600 SISK RD STE 3A,MODESTO,CA,953560532.0
380 E. Aten Road,IMPERIAL,CA,922510158.0
2400 Walsh Avenue,SANTA CLARA,CA,950512551.0
3200 Wilshire Blvd. # 400,Los Angeles,CA,900101308.0
1061 CAMELBACK RD,NEWPORT BEACH,CA,92660.0
Inc. dba TONI&GUY Hairdressing Academy,1358 5th Street,Santa Monica,CA
5500 Irvine Center Drive,Irvine,CA,926180301.0
9680 GRANITE RIDGE DR,SAN DIEGO,CA,92123.0
650 W Cienega AVE,San Dimas,CA,91773.0
525 N MULLER AVE,ANAHEIM,CA,92801.0
1073 E MAIN ST,EL CAJON,CA,92021.0
1735 LEROY AVE,BERKELEY,CA,947091193.0
100 ELLINWOOD WAY,PLEASANT HILL,CA,945234817.0
1 WEST CAMPBELL AVENUE,BLDG. A,CAMPBELL,CA
2956 SAN PABLO AVE.,2nd FLOOR,BERKELEY,CA
15600 MULHOLLAND DR,LOS ANGELES,CA,900771519.0
995 N REED AVE,REEDLEY,CA,93654.0
30277 Avenue 12,Madera,CA,93638.0
390 West Fir,Clovis,CA,93611.0
40241 Highway 41,Building Site G,Oakhurst,CA
10309 N. Willow,Fresno,CA,93730.0
1100 W. Covina Blvd,San Dimas,CA,91773.0
7650 Mission Valley Road,SAN DIEGO,CA,92108.0
1950 THIRD ST,LA VERNE,CA,917504401.0
320 D STREET,ONTARIO,CA,91764.0
2222 LAGUNA CANYON RD,LAGUNA BEACH,CA,92651.0
ONE COLLEGE DR,SOUTH LAKE TAHOE,CA,96150.0
44646 N 10TH ST W,LANCASTER,CA,93534.0
900 FALLON ST,OAKLAND,CA,94607.0
478-200 HWY 139,SUSANVILLE,CA,96130.0
25001 INDUSTRIAL BLVD.,HAYWARD,CA,945452800.0
401 15TH STREET,OAKLAND,CA,946122801.0
2075 E MADISON AVE,EL CAJON,CA,920191108.0
4500 Riverwalk Parkway,RIVERSIDE,CA,925158247.0
24690 University Avenue,LOMA LINDA,CA,92354.0
4901 East Carson Street,Long Beach,CA,90808.0
1305 East Pacific Coast Highway,Long Beach,CA,90806.0
16200 E AMBER VALLEY DR,WHITTIER,CA,906054098.0
1111 FIGUEROA PLACE,WILMINGTON,CA,907442397.0
6201 Winnetka Avenue,Woodland Hills,CA,913710001.0
1600 W. IMPERIAL HWY.,LOS ANGELES,CA,900474810.0
400 W. WASHINGTON BLVD.,LOS ANGELES,CA,900154181.0
5800 Fulton Avenue,Valley Glen,CA,914014096.0
21726 Placerita Canyon Road,Santa Clarita,CA,913211200.0
855 North Vermont Avenue,Los Angeles,CA,900293516.0
1237 N. Mission Rd.,LOS ANGELES,CA,900331084.0
13356 Eldridge Avenue,Sylmar,CA,913423245.0
2700 East LELAND Road,PITTSBURG,CA,94565.0
1170 MARKET ST,SAN FRANCISCO,CA,941024908.0
One LMU Drive,LOS ANGELES,CA,900452659.0
919 Albany Street,Los Angeles,CA,90015.0
3756 N BLACKSTONE AVE,FRESNO,CA,93726.0
1400 W INYO ST,TULARE,CA,93274.0
2935 F ST,BAKERSFIELD,CA,93301.0
6735 N FIRST AVE STE 112,FRESNO,CA,93710.0
186 WIKIUP DR,SANTA ROSA,CA,95403.0
6006 N. El Dorado Street,Stockton,CA,952074349.0
5221 MADISON AVE,SACRAMENTO,CA,958419817.0
4330 Watt Ave.,Suite 400,SACRAMENTO,CA
9055 BALBOA AVENUE,SAN DIEGO,CA,921231509.0
2022 UNIVERSITY DR,VISTA,CA,920837736.0
835 COLLEGE AVE,KENTFIELD,CA,949042590.0
1800 Ignacio Blvd.,Novato,CA,94947.0
1241 S. Soto Street,Ste 101,LOS ANGELES,CA
240 S MARKET ST,INGLEWOOD,CA,90301.0
6538 GREENLEAF AVE,WHITTIER,CA,90601.0
2700 COLORADO BLVD STE 266,LOS ANGELES,CA,90041.0
18442 SHERMAN WAY,RESEDA,CA,91335.0
6219 LAUREL CYN BLVD,NORTH HOLLYWOOD,CA,91606.0
940 N MOUNTAIN AVE,ONTARIO,CA,91764.0
7550 Miramar Rd.,Ste.400,San Diego,CA
721E W 2ND ST,SAN BERNARDINO,CA,92410.0
118 PLAZA DR,WEST COVINA,CA,91790.0
30800 PALOS VERDES DR E,RANCHO PALOS VERDES,CA,902756299.0
1000 HENSLEY CREEK ROAD,UKIAH,CA,95482.0
1005 Parallel Drive,Lakeport,CA,95453.0
11 Marin Street,,Willits,CA
23008 South Hwy 1,Pt. Arena,CA,95468.0
1000 EL CAMINO REAL,ATHERTON,CA,94027.0
4824 E BUTLER,FRESNO,CA,937275097.0
3600 M ST,MERCED,CA,953482898.0
12500 CAMPUS DR,OAKLAND,CA,946193196.0
5000 MACARTHUR BLVD,OAKLAND,CA,94613.0
ONE BARNARD DR,OCEANSIDE,CA,920563899.0
1087 Mission St.,SAN FRANCISCO,CA,94103.0
3000 Mission College Blvd,Santa Clara,CA,95054.0
699 SOUTH C ST,OXNARD,CA,93030.0
6180 LAUREL CYN BLVD STE 101,NORTH HOLLYWOOD,CA,916063231.0
4040 Vine Street,Riverside,CA,92507.0
435 COLLEGE AVE,MODESTO,CA,953505800.0
2201 Blue Gum Avenue,Modesto,CA,95352.0
3815 TELEGRAPH AVENUE,OAKLAND,CA,946092419.0
460 Pierce Street,MONTEREY,CA,93940.0
980 FREMONT ST,MONTEREY,CA,939404799.0
2642 Colonel Durham Street,Seaside,CA,93955.0
7075 Campus Rd,Moorpark,CA,93021.0
1100 N GRAND AVE,WALNUT,CA,917891399.0
12001 CHALON RD,LOS ANGELES,CA,900491599.0
10 Chester Place,Los Angeles,CA,900072598.0
1499 N STATE ST,SAN JACINTO,CA,925832399.0
28237 La Piedra Road,Menifee,CA,92584.0
4607 Park Blvd,San Diego,CA,92116.0
1655 McCadden PLace,Los Angeles,CA,90028.0
2277 NAPA VALLEJO HWY,NAPA,CA,945586236.0
1088 College Ave.,Saint Helena,CA,94574.0
1360 Menlo St.,Napa,CA,94558.0
814 MISSION ST,Suite 500,SAN FRANCISCO,CA
18040 SHERMAN WAY STE 400,RESEDA,CA,913354631.0
3460 WILSHIRE BLVD SUITE # 500,LOS ANGELES,CA,90010.0
1245 SOUTH WINCHESTER BLVD #102,SAN JOSE,CA,95128.0
1045 W. Redondo Beach Boulevard,Suite 275,Gardena,CA
2215 W. Mission Road,Alhambra,CA,91803.0
217 E. Club Center Drive,Suite A,San Bernardino,CA
14271 STORY RD,SAN JOSE,CA,951273823.0
5900 HOLLIS ST STE Q,EMERYVILLE,CA,946082008.0
3031 Tisch Way,Suite 1 Plaza South,San Jose,CA
1347 Redwood Way,Petaluma,CA,94954.0
15720 Ventura BLVD,Suite 101,Encino,CA
1665 Market Street,San Francisco,CA,94103.0
11355 N TORREY PINES RD,LA JOLLA,CA,92137.0
1249 F ST,SAN DIEGO,CA,92101.0
6111 Wilshire Boulevard,LOS ANGELES,CA,90048.0
16852 DEVONSHIRE BLVD,GRANADA HILLS,CA,913447401.0
124 FLOYD AVE,MODESTO,CA,953502381.0
134 W HOLT AVE,POMONA,CA,91768.0
2121 W GARVEY AVE,WEST COVINA,CA,91790.0
530 E UNION,PASADENA,CA,91101.0
1500 RALSTON AVE,BELMONT,CA,940021997.0
1600 CAMPUS RD,LOS ANGELES,CA,900413392.0
1575 S COAST HWY,OCEANSIDE,CA,920545356.0
43600 Mission Blvd.,Fremont,CA,945390390.0
2701 FAIRVIEW ROAD,COSTA MESA,CA,926285005.0
9045 Lincoln Boulevard,Los Angeles,CA,900453505.0
110 East 9th St. Suite C201,Los Angeles,CA,90079.0
1550 East Franklin Avenue,El Segundo,CA,902454336.0
1657 18th Street,Santa Monica,CA,90404.0
4000 S Rose Avenue,Oxnard,CA,93030.0
2500 E Nutwood Ave,Fullerton,CA,928313104.0
4393 Imperial Ave. Suite 100,San Diego,CA,921131964.0
1791 Arastradero Rd.,Palo Alto,CA,94304.0
2770 MARIN AVE,BERKELEY,CA,947081597.0
5 WESTMORELAND PL,PASADENA,CA,91103.0
55 Eureka Street,Pasadena,CA,91103.0
1798 SCENIC AVE,BERKELEY,CA,94709.0
1516 S WESTERN AVE,LOS ANGELES,CA,900064234.0
One Angwin Avenue,Angwin,CA,945089707.0
3601 PACIFIC AVE,STOCKTON,CA,95211.0
2155 Webster Street,San Francisco,CA,94115.0
3200 FIFTH AVE,SACRAMENTO,CA,95817.0
90 E. Tasman Drive,San Jose,CA,951341617.0
ONE COLLEGE DRIVE,BLYTHE,CA,92225.0
1600 Washington St,Needles,CA,92362.0
145 N Spring St,Blythe,CA,92225.0
1140 West Mission Road,San Marcos,CA,920691487.0
1951 E.Valley Parkway,Escondido,CA,92027.0
8527 ALONDRA BLVD STE 129,PARAMOUNT,CA,90723.0
1655 Willow Pass Rd.,CONCORD,CA,94520.0
1570 E COLORADO BLVD,PASADENA,CA,911062003.0
2433 COOLIDGE AVENUE,OAKLAND,CA,946012630.0
24255 Pacific Coast Highway,Malibu,CA,90263.0
2829 Townsgate Road,Suite 180,Westlake Village,CA
18111 Von Karman Avenue,Lakeshore Towers III,Irvine,CA
16830 Ventura Boulevard,Suite 200,Encino,CA
La Crois?e,Av. Marc-Dufour 15,Lausanne,NULL
800 East Colorado Boulevard,Suite 850,Pasadena,CA
viale Milton,41,50129 Florence,Italy
Graimbergweg 10,69117 Heidelberg,Germany,Heidelberg
56 Prince's Gate,London SW7 2PG,United Kingdom,London
6100 Center Drive,Los Angeles,CA,90045.0
1050 N MILLS AVE,CLAREMONT,CA,917116110.0
6250 EL CAJON BLVD,SAN DIEGO,CA,921153919.0
3900 LOMALAND DR,SAN DIEGO,CA,921062899.0
225 E. Santa Clara St.,Arcadia,CA,91006.0
5080 California  Avenue Suite 104,Bakersfield,CA,93309.0
4007 Camino Del Rio South,San Diego,CA,92108.0
495 E. Rincon Street,Suite 204,Corona,
550 N COLLEGE AVE ALEXANDER HALL,CLAREMONT,CA,917116319.0
100 E COLLEGE AVE,PORTERVILLE,CA,93257.0
19700 South Vermont Ave Suite 100,Torrance,CA,90502.0
10801 VALLEY MALL,EL MONTE,CA,91731.0
1530 W. 17TH STREET,SANTA ANA,CA,927063398.0
1776 MAIN ST,SANTA MONICA,CA,904072138.0
1200 E. COLTON AVE PO BOX 3080,REDLANDS,CA,923730999.0
333 N. GLENOAKS BLVD. SUITE 630,BURBANK,CA,91502.0
9680 Haven Avenue,Suite 150,Rancho Cucamonga,CA
9040 FRIARS ROAD SUITE 310,SAN DIEGO,CA,92108.0
200 EAST SANDPOINTE AVE SUITE 300,SANTA ANA,CA,92708.0
19191 SO. VERMONT AVE. SUITE 450,TORRANCE,CA,90502.0
3610 CENTRAL AVE. SUITE 101,RIVERSIDE,CA,92506.0
Austria Campus,Monchsberg 21,Salzburg,NULL
1200 E. Colton Ave P.O. Box 3080,Redlands,CA,923730999.0
27270 Madison Ave.,Suite 200,TEMECULA,CA
16262 Menahka Road,Apple Valley,CA,92307.0
7351 Tompkins Hill Rd.,Eureka,CA,955019302.0
1385 E,Foothill Blvd,Upland,CA
107 N. McKinley Street,Ste 109,Corona,CA
16803 Arrow Hwy,Fontana,CA,92335.0
1915 W Redlands Blvd,Suite 111,Redlands,CA
19022 Brookhurst St,Huntington Beach,CA,92646.0
3600 WORKMAN MILL RD,WHITTIER,CA,906011699.0
11400 Greenstone Ave,Santa Fe Springs,CA,90670.0
4800 Magnolia Avenue,Riverside,CA,925061299.0
16130 Lasselle St.,Moreno Valley,CA,925512045.0
2001 Third St.,Norco,CA,928602600.0
1005 Atlantic Avenue,Alameda,CA,94510.0
8531 E VALLEY BLVD,ROSEMEAD,CA,917701639.0
440 SHATTO PL,LOS ANGELES,CA,900201704.0
3835 FREEPORT BLVD,SACRAMENTO,CA,958221386.0
28000 MARGUERITE PKY,MISSION VIEJO,CA,92692.0
1730  W. Olympic  Blvd.,3rd Floor,Los Angeles,CA
370 HAWTHORNE AVE,OAKLAND,CA,94609.0
2700 Gateway Oaks Drive,Sacramento,CA,95883.0
555 San Jose Avenue,San Francisco,CA,94110.0
1720 South Amphlett Boulevard,Suite 300,San Mateo,CA
1313 PARK BLVD,SAN DIEGO,CA,921014787.0
1950 Camino Vida Roble,Ste. 125,Carlsbad,CA
7250 MESA COLLEGE DR,SAN DIEGO,CA,921114998.0
10440 BLACK MOUNTAIN RD,SAN DIEGO,CA,921262999.0
5500 CAMPANILE DR,SAN DIEGO,CA,921828210.0
5998 ALCALA PARK,SAN DIEGO,CA,921102492.0
800 CHESTNUT ST,SAN FRANCISCO,CA,941332299.0
50 Oak Street,SAN FRANCISCO,CA,94102.0
1600 HOLLOWAY AVE,SAN FRANCISCO,CA,94132.0
105 Seminary Rd,SAN ANSELMO,CA,94960.0
2130 FULTON ST,SAN FRANCISCO,CA,941171080.0
416 B Street,Santa Rosa,CA,95401.0
2180 Harvard Street-Suite 375,Sacramento,CA,958154587.0
1 Annabel Lane #115,Bishop Ranch,San Ramon,CA
20085 Stevens Creek Blvd.,2nd Floor,Cupertino,CA
901 FIFTH ST,CLOVIS,CA,936121312.0
5151 PACIFIC AVE,STOCKTON,CA,95207.0
5298 Brunswick Road,Manteca,CA,953368482.0
1895 W. Lowell Avenue,Tracy,CA,95376.0
8400 W MINERAL KING AVE,VISALIA,CA,93291.0
201 NEW STINE RD,BAKERSFIELD,CA,93309.0
333 Sunset Blvd,Rocklin,CA,95765.0
2100 MOORPARK AVE,SAN JOSE,CA,951282798.0
1 WASHINGTON SQUARE,SAN JOSE,CA,951920012.0
8272 Moss Landing Road,Moss Landing,CA,95039.0
1700 W HILLSDALE BLVD,SAN MATEO,CA,944023784.0
5300 California Avenue,BAKERSFIELD,CA,93309.0
3250 WILSHIRE BLVD STE 400,LOS ANGELES,CA,90010.0
303 E PLAZA DR STE 1,SANTA MARIA,CA,93454.0
721 CLIFF DR,SANTA BARBARA,CA,931092394.0
500 EL CAMINO REAL,SANTA CLARA,CA,95053.0
1900 PICO BLVD,SANTA MONICA,CA,904051628.0
1501 Mendocino Avenue,Santa Rosa,CA,954014395.0
680 Sonoma Mountain Parkway,Petaluma,CA,949542522.0
Public Safety Training Center,5743 Skylane Blvd.,Windsor,CA
747 Front Street 3rd Floor,SAN FRANCISCO,CA,941111920.0
1030 N COLUMBIA AVE,CLAREMONT,CA,917113905.0
200 WHITNEY PL,Fremont,CA,94539.0
915 S MOONEY BLVD,VISALIA,CA,932772214.0
2951 GOODWATER AVE.,REDDING,CA,96002.0
11555 Old Oregon Trail,REDDING,CA,96003.0
5000 ROCKLIN RD,ROCKLIN,CA,95677.0
250 Sierra College Drive,Grass Valley,CA,95945.0
333 Sunrise Ave.,Roseville,CA,95661.0
10725 Pioneer Trail,Truckee,CA,96161.0
1340 W 18TH ST,MERCED,CA,95340.0
4747 N FIRST ST BLDG D,FRESNO,CA,93726.0
2200 N Grand Ave,Santa Ana,CA,92705.0
2211 COLLEGE VIEW DR,REDDING,CA,960038606.0
800 COLLEGE AVE,WEED,CA,960942899.0
2001 Campus Drive,Yreka,CA,96097.0
5451 LEMON HILL AVE,SACRAMENTO,CA,958241529.0
3300 COLLEGE DR,SAN BRUNO,CA,940661698.0
701 S MT VERNON AVE,SAN BERNARDINO,CA,92410.0
1928 SAINT MARY'S ROAD,MORAGA,CA,94575.0
4000 SUISUN VALLEY RD,FAIRFIELD,CA,945343197.0
1801 E COTATI AVE,ROHNERT PARK,CA,949283609.0
1000 South Fremont Avenue,Bldg A-11,Ste 11010,Alhambra
1126 N BROOKHURST ST,ANAHEIM,CA,928011701.0
2011 W. CHAPMAN AVENUE,ORANGE,CA,92868.0
55 FAIR DR,COSTA MESA,CA,92626.0
12951 Euclid Street,Suite 101,Garden Grove,CA
900 OTAY LAKES ROAD,CHULA VISTA,CA,91910.0
460 West San Ysidro Boulevard,San Ysidro,CA,92173.0
880 National City Boulevard,National City,CA,91950.0
8100 Gigantic Street,San Diego,CA,92154.0
2441 LE CONTE AVE,BERKELEY,CA,947091209.0
2575 YORBA LINDA BLVD,FULLERTON,CA,928311699.0
960 E. Third Street,LOS ANGELES,CA,900131822.0
University Park,Los Angeles,CA,900895012.0
University of Southern California,Los Angeles,CA,90033.0
University of Southern California,Two Harbors,CA,90704.0
2361 Campus Dr,Irvine,CA,92612.0
1800 I St.,Sacramento,CA,95814.0
4676 Admiralty Way,Marina del Rey,CA,90292.0
3050 Wilshire Boulevard,LOS ANGELES,CA,900101106.0
29 Emmons Park Drive,Taft,CA,93268.0
1325 N COLLEGE AVE,CLAREMONT,CA,917113199.0
10000 N OJAI RD,SANTA PAULA,CA,93060.0
23635 EL TORO RD STE K,LAKE FOREST,CA,92630.0
5225 HILLSDALE AT MADISON,SACRAMENTO,CA,95842.0
6055 Pacific Boulevard,Huntington Park,CA,90255.0
310 3rd Avenue,Chula Vista,CA,91910.0
3666 Kearny Villa Road Suite 100,SAN DIEGO,CA,92123.0
4730 Ontario Mills Parkway,Ontario,CA,91764.0
7335 Van Nuys Blvd.,Van Nuys,CA,91405.0
295 East Caroline Street,Suite E,San Bernardino,CA
3401 Rio Hondo Ave,El Monte,CA,91731.0
201 E. Airport Dr.,Suite A,SAN BERNARDINO,CA
8619 S VERMONT AVE,LOS ANGELES,CA,90044.0
597 C ST,HAYWARD,CA,945415027.0
12412 VICTORY BLVD,NORTH HOLLYWOOD,CA,916069932.0
4667 Telegraph Road,Ventura,CA,93003.0
16515 MOJAVE DR,VICTORVILLE,CA,92395.0
18422 BEAR VALLEY RD,VICTORVILLE,CA,923955849.0
2050 Center Street,BERKELEY,CA,947041183.0
10925 S Central Ave,Los Angeles,CA,90059.0
300 Cherry Lane,Coalinga,CA,93210.0
9000 OVERLAND AVENUE,CULVER CITY,CA,902303519.0
14000 FRUITVALE AVE,SARATOGA,CA,950705698.0
6200 Winnetka Ave,Woodland Hills,CA,91367.0
8909 FOLSOM BLVD,SACRAMENTO,CA,95826.0
1725 BEAR VALLEY PARKWAY,ESCONDIDO,CA,92027.0
955 LA PAZ RD,SANTA BARBARA,CA,931081089.0
301 Lyon Street,San Francisco,CA,94117.0
13406 PHILADELPHIA ST,WHITTIER,CA,90608.0
3333 HARBOR BLVD,Costa Mesa,CA,926261501.0
7500 GLENOAKS BLVD,BURBANK,CA,915107846.0
2728 DURANT AVE,Berkeley,CA,947041796.0
1111 N STATE COLLEGE BLVD,FULLERTON,CA,928313014.0
2121 SAN DIEGO AVE,SAN DIEGO,CA,92110.0
7215 WARING AVE,LOS ANGELES,CA,90046.0
Marysville,2088 N BEALE RD,MARYSVILLE,CA
2300 East Gibson Road,Woodland,CA,95776.0
15880 Dam Road Extension,Clearlake,CA,95422.0
2938 NORTH AVE,GRAND JUNCTION,CO,81504.0
208 EDGEMONT BLVD,ALAMOSA,CO,811020001.0
5401 W. 20th St.,GREELEY,CO,80632.0
104 E. Fourth Street,Loveland,CO,80537.0
260 College Avenue,Fort Lupton,CO,80621.0
5900 S. Santa Fe Drive,Littleton,CO,80120.0
1681 S DAYTON ST,DENVER,CO,80247.0
1815 Jet Wing Drive,COLORADO SPRINGS,CO,80916.0
6255 LONGBOW DR,BOULDER,CO,803013295.0
P.O. Box 173364  Campus Box 151,DENVER,CO,802173364.0
4200 East 9th Avenue - Campus Box A071,Denver,CO,80262.0
Mail Stop 409,P.O. Box 6508,Aurora,CO
1420 AUSTIN BLUFFS PKWY,COLORADO SPRINGS,CO,80918.0
10851 W 120TH AVE,BROOMFIELD,CO,800213465.0
Campus Box 17 UCB,BOULDER,CO,803090017.0
8787 W. Alameda,LAKEWOOD,CO,80226.0
14 E CACHE LA POUDRE,COLORADO SPRINGS,CO,80903.0
111 N. Havana St.,Aurora,CO,800104314.0
1200 Lincoln Street,DENVER,CO,802032114.0
831 Grand Ave.,GLENWOOD SPRINGS,CO,81601.0
500 KENNEDY DR,RANGELY,CO,81648.0
1500 ILLINOIS ST,GOLDEN,CO,80401.0
1575 HOYT ST,LAKEWOOD,CO,802152996.0
102 Administration Building,Fort Collins,CO,805230100.0
4435 N CHESTNUT STREET,COLORADO SPRINGS,CO,809073812.0
1025 West 6th Street,Pueblo,CO,810032315.0
441 WADSWORTH BLVD,LAKEWOOD,CO,80226.0
16000 E CentreTech Pkwy.,Aurora,CO,800119036.0
1385 S COLORADO BLVD.,5TH FLOOR,DENVER,CO
1765 US HWY 50,DELTA,CO,81416.0
9051 Harlan Street,Unit 20,Westminster,CO
1111 W. Colfax Ave.,DENVER,CO,802042026.0
1070 Alton Way,Denver,CO,802307104.0
3001 S Federal Blvd,Denver,CO,802362711.0
3240 Humboldt Street,Denver,CO,802053934.0
6221 Downing St.,Denver,CO,802161225.0
460 S LIPAN ST,DENVER,CO,802239366.0
6399 South Santa Fe Drive,Littleton,CO,80120.0
7350 N BROADWAY,DENVER,CO,80221.0
2199 S. UNIVERSITY BLVD.,DENVER,CO,80208.0
1250 WELTON ST,DENVER,CO,802042124.0
1000 RIM DRIVE,DURANGO,CO,813013999.0
3645 W. 112th Avenue,Westminster,CO,800312199.0
4616 South Shields Street,Fort Collins,CO,805263812.0
2190 Miller Drive,Longmont,CO,80501.0
51241 HWY 6 AND 24 STE 1,GLENWOOD SPRINGS,CO,816012577.0
6464 S COLLEGE,FT COLLINS,CO,80525.0
2201 S UNIVERSITY BLVD,DENVER,CO,802104798.0
5707 N. Academy Blvd.,Colorado Springs,CO,809183684.0
2401 S MAIN ST,LAMAR,CO,810523999.0
1100 North Avenue,GRAND JUNCTION,CO,815013122.0
234 South Cascade Avenue,Montrose,CO,81401.0
2508 Blichmann Avenue,Grand Junction,CO,81505.0
P.O. Box 173362,DENVER,CO,802173362.0
920 Barlow Road,Fort Morgan,CO,80701.0
2130 ARAPAHOE AVE,BOULDER,CO,803026697.0
5125 NORTH ACADEMY BLVD,COLORADO SPRINGS,CO,809184001.0
1325 S COLORADO BLVD STE 100,DENVER,CO,802223308.0
1111 ACADEMY PK LOOP,COLORADO SPRINGS,CO,809103704.0
100 COLLEGE AVE,STERLING,CO,80751.0
CARTER HALL - RM 4000,GREELEY,CO,80639.0
1802 COLORADO AVE,LA JUNTA,CO,81050.0
9065 GRANT ST,Thornton,CO,80229.0
